date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:32:39	190523/190523	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:32:48%20GMT	https://www.microsoft.com/pt-pt/sitemap.aspx	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/sitemap.html	(from https://www.microsoft.com/pt-pt/)
00:32:39	165/165	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2006%20Nov%202022%2000:32:48%20GMT	https://www.microsoft.com/licensing/	C:/My%20Web%20Sites/microsoft/www.microsoft.com/licensing/index.html	(from https://www.microsoft.com/pt-pt/)
00:32:40	1569/1569	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Jul%202022%2017:49:35%20GMT	https://www.microsoft.com/etc.clientlibs/microsoft/components/content/universalheader/v1/universalheader/clientlibs/site.min.ACSHASH0df7fef27e9de44acae5b384a20f2542.js	C:/My%20Web%20Sites/microsoft/www.microsoft.com/etc.clientlibs/microsoft/components/content/universalheader/v1/universalheader/clientlibs/site.min.ACSHASH0df7fef27e9de44acae5b384a20f2542.js	(from https://www.microsoft.com/pt-pt/)
00:32:40	410899/410899	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:32:49%20GMT	https://www.microsoft.com/pt-pt/store/buy	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/store/buy.html	(from https://www.microsoft.com/pt-pt/)
00:32:40	37/37	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Apr%202021%2018:19:16%20GMT	https://www.microsoft.com/etc.clientlibs/microsoft/components/content/highlightcarousel/v1/highlightcarousel/clientlibs/site.min.ACSHASH58ded7ec79d32269013420240bdd4f9f.css	C:/My%20Web%20Sites/microsoft/www.microsoft.com/etc.clientlibs/microsoft/components/content/highlightcarousel/v1/highlightcarousel/clientlibs/site.min.ACSHASH58ded7ec79d32269013420240bdd4f9f.css	(from https://www.microsoft.com/pt-pt/)
00:32:40	1896/1896	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20May%202021%2020:06:40%20GMT	https://www.microsoft.com/etc.clientlibs/microsoft/components/content/highlight/v1/highlight/clientlibs/site.min.ACSHASHaae55fd1705718f75074813dfcc832ec.js	C:/My%20Web%20Sites/microsoft/www.microsoft.com/etc.clientlibs/microsoft/components/content/highlight/v1/highlight/clientlibs/site.min.ACSHASHaae55fd1705718f75074813dfcc832ec.js	(from https://www.microsoft.com/pt-pt/)
00:32:44	1451/1451	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2018:47:51%20GMT	https://www.microsoft.com/etc.clientlibs/microsoft/components/content/highlightcarousel/v1/highlightcarousel/clientlibs/site.min.ACSHASH6ed56cb8f73d7269f8148a22dae6f004.js	C:/My%20Web%20Sites/microsoft/www.microsoft.com/etc.clientlibs/microsoft/components/content/highlightcarousel/v1/highlightcarousel/clientlibs/site.min.ACSHASH6ed56cb8f73d7269f8148a22dae6f004.js	(from https://www.microsoft.com/pt-pt/)
00:32:44	655245/655245	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:32:53%20GMT	https://www.microsoft.com/pt-pt/d/surface-pro-9/93VKD8NP4FVK?icid=mscom_marcom_H1aSurfacePro9&Holiday23	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/d/surface-pro-9/93VKD8NP4FVK5d9a.html	(from https://www.microsoft.com/pt-pt/)
00:32:44	26478/26478	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2019:52:56%20GMT	https://www.microsoft.com/etc.clientlibs/microsoft/clientlibs/clientlib-base.min.ACSHASH5027d29a16b05cee6be7562b8caea65f.js	C:/My%20Web%20Sites/microsoft/www.microsoft.com/etc.clientlibs/microsoft/clientlibs/clientlib-base.min.ACSHASH5027d29a16b05cee6be7562b8caea65f.js	(from https://www.microsoft.com/pt-pt/)
00:32:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2006%20Nov%202022%2000:32:54%20GMT	https://www.microsoft.com/pt-pt/microsoft-365/compare-all-microsoft-365-products?icid=MSCOM_QL_M365	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/microsoft-365/compare-all-microsoft-365-productsd1d0	(from https://www.microsoft.com/pt-pt/)
00:32:46	309236/309236	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:32:55%20GMT	https://www.microsoft.com/pt-pt/microsoft-365/buy/compare-all-microsoft-365-products?icid=MSCOM_QL_M365	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/microsoft-365/buy/compare-all-microsoft-365-productsd1d0.html	(from https://www.microsoft.com/pt-pt/)
00:32:49	193239/193239	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:32:58%20GMT	https://www.microsoft.com/pt-pt/store/collections/surfacelist?icid=MSCOM_QL_Surface&headerid=department-surface	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/store/collections/surfacelist5015.html	(from https://www.microsoft.com/pt-pt/)
00:32:51	357413/357413	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:00%20GMT	https://www.microsoft.com/pt-pt/store/b/accessories?icid=MSCOM-QL-Accessories	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/store/b/accessoriesd980.html	(from https://www.microsoft.com/pt-pt/)
00:32:51	157696/157696	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:01%20GMT	https://www.microsoft.com/pt-pt/windows/get-windows-11?icid=MSCOM_QL_Windows	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/windows/get-windows-11e9d7.html	(from https://www.microsoft.com/pt-pt/)
00:32:52	396093/396093	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:02%20GMT	https://www.microsoft.com/pt-pt/store/b/xbox?icid=MSCOM_QL_Xbox	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/store/b/xboxa48b.html	(from https://www.microsoft.com/pt-pt/)
00:32:53	219533/219533	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:02%20GMT	https://www.microsoft.com/pt-pt/store/b/business?icid=MSCOM_QL_Business	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/store/b/business0657.html	(from https://www.microsoft.com/pt-pt/)
00:32:53	1535/1535	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Jul%202022%2020:54:02%20GMT	https://www.microsoft.com/etc.clientlibs/microsoft/components/content/content-card/v1/content-card/clientlibs/site.min.ACSHASH48501a4d0f4564d484ac84ade1bb653d.js	C:/My%20Web%20Sites/microsoft/www.microsoft.com/etc.clientlibs/microsoft/components/content/content-card/v1/content-card/clientlibs/site.min.ACSHASH48501a4d0f4564d484ac84ade1bb653d.js	(from https://www.microsoft.com/pt-pt/)
00:32:53	106/106	---M--	200	added ('OK')	image/png	etag:%2263656abd-6a%22	https://via.placeholder.com/1.gif	C:/My%20Web%20Sites/microsoft/via.placeholder.com/1.png	(from https://www.microsoft.com/pt-pt/)
00:32:59	601443/601443	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:08%20GMT	https://www.microsoft.com/pt-pt/d/surface-laptop-5/8XN49V61S1BN?icid=mscom_marcom_CPH1a_SurfaceLaptop5&Holiday23	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/d/surface-laptop-5/8XN49V61S1BNdd99.html	(from https://www.microsoft.com/pt-pt/)
00:33:01	650724/650724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:10%20GMT	https://www.microsoft.com/pt-pt/d/surface-laptop-studio/8SRDF62SWKPF?icid=mscom_marcom_CPH2a_SurfaceLaptopStudio&Holiday23	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/d/surface-laptop-studio/8SRDF62SWKPFd9c7.html	(from https://www.microsoft.com/pt-pt/)
00:33:03	326925/326925	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:12%20GMT	https://www.microsoft.com/pt-pt/microsoft-365/p/microsoft-365-personal/cfq7ttc0k5bf?icid=mscom_marcom_CPH3a_M365Personal&Holiday23	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/microsoft-365/p/microsoft-365-personal/cfq7ttc0k5bf10bb.html	(from https://www.microsoft.com/pt-pt/)
00:33:05	301077/301077	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:14%20GMT	https://www.microsoft.com/pt-pt/microsoft-365/p/microsoft-365-family/cfq7ttc0k5dm?icid=mscom_marcom_CPH3b_M365Family&Holiday23	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/microsoft-365/p/microsoft-365-family/cfq7ttc0k5dm052e.html	(from https://www.microsoft.com/pt-pt/)
00:33:07	306059/306059	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:16%20GMT	https://www.microsoft.com/pt-pt/store/collections/xboxaccessories?icid=mscom_marcom_MPH1a_XboxControllers&Holiday23	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/store/collections/xboxaccessoriesca0e.html	(from https://www.microsoft.com/pt-pt/)
00:33:09	324925/324925	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:18%20GMT	https://www.microsoft.com/pt-pt/d/surface-pro-9-for-business/8XJC219DG79Z?icid=mscom_marcom_CPW1a_SurfacePro9Business&FY23FallSurface_VSB	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/d/surface-pro-9-for-business/8XJC219DG79Z78df.html	(from https://www.microsoft.com/pt-pt/)
00:33:09	135080/135080	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:19%20GMT	https://www.microsoft.com/pt-pt/windows-365?icid=mscom_marcom_CPW2a_Windows365	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/windows-3651f10.html	(from https://www.microsoft.com/pt-pt/)
00:33:13	797136/797136	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:22%20GMT	https://www.microsoft.com/pt-pt/microsoft-365/business/compare-all-microsoft-365-business-products?icid=mscom_marcom_CPW3a_M365forBusiness&activetab=tab%3aprimaryr2	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/microsoft-365/business/compare-all-microsoft-365-business-products6007.html	(from https://www.microsoft.com/pt-pt/)
00:33:14	274898/274898	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2000:33:24%20GMT	https://www.microsoft.com/pt-pt/microsoft-teams/free?icid=mscom_marcom_CPW4a_MicrosoftTeams	C:/My%20Web%20Sites/microsoft/www.microsoft.com/pt-pt/microsoft-teams/free8e70.html	(from https://www.microsoft.com/pt-pt/)
